id_linha,id_pedido,data_pedido,data_envio,modo_envio,id_cliente,nome_cliente,segmento,pais,cidade,estado,codigo_postal,regiao,id_produto,categoria,subcategoria,nome_produto,vendas,quantidade,desconto,lucro,dias_entrega,margem_lucro,ano_mes
4483,CA-2016-109365,2016-11-03,2016-11-08,Classe Padrão,XP-21865,Xylona Preis,Consumidor,United States,Los Angeles,California,90049,Oeste,OFF-BI-10003981,Materiais de Escritório,Binders,"Avery Durable Plastic 1"" Binders",43.584,12,0.2,15.7992,5,36.25,2016-11
4484,CA-2016-109365,2016-11-03,2016-11-08,Classe Padrão,XP-21865,Xylona Preis,Consumidor,United States,Los Angeles,California,90049,Oeste,OFF-PA-10001725,Materiais de Escritório,Paper,Xerox 1892,116.28,3,0.0,56.9772,5,49.00000000000001,2016-11
4485,CA-2016-109365,2016-11-03,2016-11-08,Classe Padrão,XP-21865,Xylona Preis,Consumidor,United States,Los Angeles,California,90049,Oeste,OFF-BI-10002071,Materiais de Escritório,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,0.2,3.0212,5,32.5,2016-11
4486,CA-2016-109365,2016-11-03,2016-11-08,Classe Padrão,XP-21865,Xylona Preis,Consumidor,United States,Los Angeles,California,90049,Oeste,OFF-PA-10000477,Materiais de Escritório,Paper,Xerox 22,19.44,3,0.0,9.3312,5,48.00000000000001,2016-11
4487,CA-2016-109365,2016-11-03,2016-11-08,Classe Padrão,XP-21865,Xylona Preis,Consumidor,United States,Los Angeles,California,90049,Oeste,OFF-PA-10004359,Materiais de Escritório,Paper,Multicolor Computer Printout Paper,314.55,3,0.0,150.984,5,48.00000000000001,2016-11
4488,CA-2015-162621,2015-09-05,2015-09-11,Classe Padrão,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10000962,Materiais de Escritório,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5,0.8,-25.2185,6,-155.0,2015-09
4489,CA-2015-162621,2015-09-05,2015-09-11,Classe Padrão,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-SU-10003567,Materiais de Escritório,Supplies,Stiletto Hand Letter Openers,69.12,9,0.2,-14.688,6,-21.25,2015-09
4490,CA-2015-162621,2015-09-05,2015-09-11,Classe Padrão,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10003708,Materiais de Escritório,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,3,0.8,-7.8225,6,-175.0,2015-09
4491,CA-2017-105921,2017-08-14,2017-08-21,Classe Padrão,JM-15250,Janet Martin,Consumidor,United States,Los Angeles,California,90032,Oeste,FUR-TA-10001095,Móveis,Tables,Chromcraft Round Conference Tables,418.296,3,0.2,5.2287,7,1.25,2017-08
4492,CA-2014-150798,2014-12-01,2014-12-03,Segunda Classe,JK-15730,Joe Kamberova,Consumidor,United States,Columbus,Ohio,43229,Leste,TEC-CO-10001571,Tecnologia,Copiers,Sharp 1540cs Digital Laser Copier,659.988,2,0.4,109.998,2,16.666666666666664,2014-12
4493,CA-2014-150798,2014-12-01,2014-12-03,Segunda Classe,JK-15730,Joe Kamberova,Consumidor,United States,Columbus,Ohio,43229,Leste,FUR-FU-10000221,Móveis,Furnishings,"Master Caster Door Stop, Brown",8.128,2,0.2,1.4224,2,17.5,2014-12
4494,CA-2014-150798,2014-12-01,2014-12-03,Segunda Classe,JK-15730,Joe Kamberova,Consumidor,United States,Columbus,Ohio,43229,Leste,OFF-PA-10001972,Materiais de Escritório,Paper,Xerox 214,36.288,7,0.2,12.7008,2,35.0,2014-12
4495,CA-2014-150798,2014-12-01,2014-12-03,Segunda Classe,JK-15730,Joe Kamberova,Consumidor,United States,Columbus,Ohio,43229,Leste,FUR-CH-10000015,Móveis,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,6,0.3,-51.984,2,-5.714285714285714,2014-12
4496,CA-2017-112753,2017-06-18,2017-06-23,Classe Padrão,CC-12670,Craig Carreira,Consumidor,United States,Los Angeles,California,90032,Oeste,FUR-BO-10004015,Móveis,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,9,0.15,75.5937,5,8.235294117647058,2017-06
4497,CA-2017-112753,2017-06-18,2017-06-23,Classe Padrão,CC-12670,Craig Carreira,Consumidor,United States,Los Angeles,California,90032,Oeste,OFF-PA-10002036,Materiais de Escritório,Paper,Xerox 1930,38.88,6,0.0,19.0512,5,49.0,2017-06
4498,CA-2017-155075,2017-12-02,2017-12-09,Classe Padrão,GW-14605,Giulietta Weimer,Consumidor,United States,Philadelphia,Pennsylvania,19140,Leste,OFF-BI-10003650,Materiais de Escritório,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,4,0.7,-462.8624,7,-73.33333333333333,2017-12
4499,CA-2014-103401,2014-11-21,2014-11-26,Classe Padrão,GR-14560,Georgia Rosenberg,Corporativo,United States,San Francisco,California,94110,Oeste,OFF-PA-10003309,Materiais de Escritório,Paper,Xerox 211,12.96,2,0.0,6.2208,5,47.99999999999999,2014-11
4500,CA-2016-124814,2016-04-10,2016-04-16,Classe Padrão,FM-14215,Filia McAdams,Corporativo,United States,Bakersfield,California,93309,Oeste,OFF-PA-10002787,Materiais de Escritório,Paper,Xerox 227,12.96,2,0.0,6.2208,6,47.99999999999999,2016-04
4501,CA-2016-124814,2016-04-10,2016-04-16,Classe Padrão,FM-14215,Filia McAdams,Corporativo,United States,Bakersfield,California,93309,Oeste,OFF-BI-10000174,Materiais de Escritório,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,0.2,8.12,6,35.0,2016-04
4502,CA-2014-116757,2014-06-30,2014-07-04,Classe Padrão,MS-17980,Michael Stewart,Corporativo,United States,Houston,Texas,77095,Central,OFF-PA-10002005,Materiais de Escritório,Paper,Xerox 225,25.92,5,0.2,9.072,4,34.99999999999999,2014-06
4503,CA-2014-116757,2014-06-30,2014-07-04,Classe Padrão,MS-17980,Michael Stewart,Corporativo,United States,Houston,Texas,77095,Central,OFF-FA-10002815,Materiais de Escritório,Fasteners,Staples,21.312,6,0.2,7.1928,4,33.75,2014-06
4504,US-2014-138247,2014-12-24,2014-12-29,Classe Padrão,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,Oeste,TEC-PH-10000213,Tecnologia,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,7,0.2,17.3656,5,10.0,2014-12
4505,US-2014-138247,2014-12-24,2014-12-29,Classe Padrão,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,Oeste,OFF-AP-10000828,Materiais de Escritório,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,0.0,101.3488,5,28.000000000000004,2014-12
4506,US-2014-138247,2014-12-24,2014-12-29,Classe Padrão,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,Oeste,TEC-AC-10004708,Tecnologia,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,3,0.0,13.1985,5,21.0,2014-12
4507,US-2014-138247,2014-12-24,2014-12-29,Classe Padrão,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,Oeste,TEC-PH-10001530,Tecnologia,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.376,3,0.2,51.1485,5,6.25,2014-12
4508,US-2014-138247,2014-12-24,2014-12-29,Classe Padrão,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,Oeste,OFF-ST-10002301,Materiais de Escritório,Storage,Tennsco Commercial Shelving,20.34,1,0.0,0.2034,5,1.0,2014-12
4509,US-2014-138247,2014-12-24,2014-12-29,Classe Padrão,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,Oeste,FUR-FU-10002554,Móveis,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0.0,5.5177,5,23.0,2014-12
4510,CA-2017-167003,2017-05-23,2017-05-29,Classe Padrão,VS-21820,Vivek Sundaresam,Consumidor,United States,Los Angeles,California,90036,Oeste,FUR-TA-10001520,Móveis,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233,6,-3.75,2017-05
4511,CA-2016-119935,2016-11-10,2016-11-14,Classe Padrão,KM-16225,Kalyca Meade,Corporativo,United States,Springfield,Missouri,65807,Central,FUR-FU-10001085,Móveis,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,0.0,17.158,4,46.00000000000001,2016-11
4512,CA-2016-119935,2016-11-10,2016-11-14,Classe Padrão,KM-16225,Kalyca Meade,Corporativo,United States,Springfield,Missouri,65807,Central,OFF-BI-10001597,Materiais de Escritório,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,0.0,39.3408,4,48.00000000000001,2016-11
4513,CA-2016-118969,2016-10-02,2016-10-03,Primeira Classe,LP-17095,Liz Preis,Consumidor,United States,Phoenix,Arizona,85023,Oeste,OFF-BI-10002429,Materiais de Escritório,Binders,"Premier Elliptical Ring Binder, Black",54.792,6,0.7,-40.1808,1,-73.33333333333333,2016-10
4514,CA-2016-145240,2016-09-06,2016-09-08,Primeira Classe,BG-11740,Bruce Geld,Consumidor,United States,Houston,Texas,77070,Central,OFF-ST-10001590,Materiais de Escritório,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10.784,1,0.2,0.8088,2,7.5,2016-09
4515,CA-2016-120873,2016-10-27,2016-11-01,Segunda Classe,BW-11200,Ben Wallace,Consumidor,United States,Hampton,Virginia,23666,Sul,FUR-CH-10000847,Móveis,Chairs,Global Executive Mid-Back Manager's Chair,290.98,1,0.0,75.6548,5,25.999999999999996,2016-10
4516,US-2017-111920,2017-10-22,2017-10-26,Classe Padrão,PS-18970,Paul Stevenson,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-AR-10003179,Materiais de Escritório,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0.0,12.0252,4,33.0,2017-10
4517,US-2016-128678,2016-09-15,2016-09-20,Classe Padrão,RB-19570,Rob Beeghly,Consumidor,United States,Seattle,Washington,98105,Oeste,OFF-PA-10000807,Materiais de Escritório,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4,5,0.0,10.058,5,47.0,2016-09
4518,US-2016-128678,2016-09-15,2016-09-20,Classe Padrão,RB-19570,Rob Beeghly,Consumidor,United States,Seattle,Washington,98105,Oeste,OFF-BI-10002103,Materiais de Escritório,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,7,0.2,15.8158,5,32.49999999999999,2016-09
4519,CA-2016-101385,2016-09-25,2016-10-01,Classe Padrão,JW-16075,Julia West,Consumidor,United States,San Francisco,California,94109,Oeste,OFF-AR-10004441,Materiais de Escritório,Art,BIC Brite Liner Highlighters,16.56,4,0.0,6.9552,6,42.0,2016-09
4520,CA-2017-107167,2017-06-10,2017-06-14,Classe Padrão,ND-18460,Neil Ducich,Corporativo,United States,Jacksonville,Florida,32216,Sul,OFF-ST-10003805,Materiais de Escritório,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52,8,0.2,84.22,4,6.25,2017-06
4521,CA-2014-109491,2014-02-20,2014-02-26,Classe Padrão,LC-16930,Linda Cazamias,Corporativo,United States,Richmond,Indiana,47374,Central,TEC-AC-10001284,Tecnologia,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0.0,22.4316,6,36.0,2014-02
4522,CA-2014-109491,2014-02-20,2014-02-26,Classe Padrão,LC-16930,Linda Cazamias,Corporativo,United States,Richmond,Indiana,47374,Central,FUR-FU-10000221,Móveis,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0.0,6.9088,6,34.0,2014-02
4523,CA-2017-105445,2017-02-20,2017-02-25,Segunda Classe,BP-11095,Bart Pistole,Corporativo,United States,Louisville,Colorado,80027,Oeste,OFF-FA-10001229,Materiais de Escritório,Fasteners,Staples,9.432,3,0.2,3.0654,5,32.49999999999999,2017-02
4524,CA-2014-107454,2014-11-02,2014-11-06,Classe Padrão,RD-19720,Roger Demir,Consumidor,United States,New York City,New York,10024,Leste,OFF-LA-10001569,Materiais de Escritório,Labels,Avery 499,34.86,7,0.0,16.0356,4,46.0,2014-11
4525,CA-2014-107454,2014-11-02,2014-11-06,Classe Padrão,RD-19720,Roger Demir,Consumidor,United States,New York City,New York,10024,Leste,FUR-FU-10004018,Móveis,Furnishings,Tensor Computer Mounted Lamp,89.34,6,0.0,24.1218,4,27.0,2014-11
4526,US-2017-105046,2017-07-17,2017-07-23,Classe Padrão,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440,Leste,TEC-PH-10004536,Tecnologia,Phones,Avaya 5420 Digital phone,269.98,2,0.0,67.495,6,25.0,2017-07
4527,US-2017-105046,2017-07-17,2017-07-23,Classe Padrão,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440,Leste,OFF-PA-10004353,Materiais de Escritório,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,5,0.0,47.952,6,47.99999999999999,2017-07
4528,US-2017-105046,2017-07-17,2017-07-23,Classe Padrão,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440,Leste,FUR-FU-10004848,Móveis,Furnishings,DAX Solid Wood Frames,39.08,4,0.0,14.4596,6,37.0,2017-07
4529,CA-2017-152856,2017-09-08,2017-09-10,Segunda Classe,RS-19765,Roland Schwarz,Corporativo,United States,Marion,Ohio,43302,Leste,TEC-AC-10004864,Tecnologia,Accessories,Memorex Micro Travel Drive 32 GB,116.832,4,0.2,33.5892,2,28.749999999999996,2017-09
4530,CA-2016-134691,2016-11-14,2016-11-18,Classe Padrão,KC-16540,Kelly Collister,Consumidor,United States,Houston,Texas,77041,Central,OFF-BI-10002393,Materiais de Escritório,Binders,Binder Posts,2.296,2,0.8,-3.9032,4,-170.00000000000003,2016-11
4531,CA-2016-118759,2016-11-14,2016-11-17,Primeira Classe,MB-17305,Maria Bertelson,Consumidor,United States,New York City,New York,10009,Leste,FUR-CH-10002335,Móveis,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344,3,17.777777777777782,2016-11
4532,CA-2016-118759,2016-11-14,2016-11-17,Primeira Classe,MB-17305,Maria Bertelson,Consumidor,United States,New York City,New York,10009,Leste,OFF-ST-10001590,Materiais de Escritório,Storage,"Tenex Personal Project File with Scoop Front Design, Black",40.44,3,0.0,10.5144,3,26.0,2016-11
4533,CA-2014-140403,2014-10-10,2014-10-10,Mesmo Dia,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,Oeste,FUR-CH-10002774,Móveis,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,0,11.249999999999998,2014-10
4534,CA-2014-140403,2014-10-10,2014-10-10,Mesmo Dia,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,Oeste,OFF-EN-10001219,Materiais de Escritório,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0.0,7.4872,0,49.0,2014-10
4535,CA-2015-163104,2015-03-19,2015-03-26,Classe Padrão,MC-18130,Mike Caudle,Corporativo,United States,Los Angeles,California,90004,Oeste,OFF-PA-10001947,Materiais de Escritório,Paper,Xerox 1974,11.96,2,0.0,5.8604,7,49.0,2015-03
4536,CA-2017-138464,2017-07-08,2017-07-12,Classe Padrão,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,Oeste,FUR-FU-10003142,Móveis,Furnishings,"Master Big Foot Doorstop, Beige",15.84,3,0.0,4.9104,4,31.0,2017-07
4537,CA-2017-138464,2017-07-08,2017-07-12,Classe Padrão,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,Oeste,OFF-BI-10001543,Materiais de Escritório,Binders,GBC VeloBinder Manual Binding System,86.376,3,0.2,30.2316,4,35.0,2017-07
4538,CA-2017-138464,2017-07-08,2017-07-12,Classe Padrão,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,Oeste,OFF-AR-10003560,Materiais de Escritório,Art,Zebra Zazzle Fluorescent Highlighters,18.24,3,0.0,6.2016,4,34.0,2017-07
4539,CA-2017-138464,2017-07-08,2017-07-12,Classe Padrão,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,Oeste,OFF-AR-10004757,Materiais de Escritório,Art,Crayola Colored Pencils,13.12,4,0.0,4.3296,4,33.0,2017-07
4540,CA-2015-104129,2015-02-27,2015-03-02,Classe Padrão,ES-14080,Erin Smith,Corporativo,United States,Providence,Rhode Island,2908,Leste,TEC-PH-10003800,Tecnologia,Phones,i.Sound Portable Power - 8000 mAh,105.98,2,0.0,1.0598,3,1.0,2015-02
4541,CA-2015-104129,2015-02-27,2015-03-02,Classe Padrão,ES-14080,Erin Smith,Corporativo,United States,Providence,Rhode Island,2908,Leste,FUR-TA-10004152,Móveis,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,7,0.3,-28.224,3,-5.714285714285714,2015-02
4542,US-2017-132206,2017-06-16,2017-06-21,Classe Padrão,MK-17905,Michael Kennedy,Corporativo,United States,Chicago,Illinois,60653,Central,OFF-BI-10000756,Materiais de Escritório,Binders,Storex DuraTech Recycled Plastic Frosted Binders,5.936,7,0.8,-8.904,5,-150.0,2017-06
4543,CA-2017-113474,2017-03-30,2017-03-31,Primeira Classe,TM-21490,Tony Molinari,Consumidor,United States,Oklahoma City,Oklahoma,73120,Central,OFF-EN-10004206,Materiais de Escritório,Envelopes,Multimedia Mailers,325.86,2,0.0,149.8956,1,46.0,2017-03
4544,CA-2015-126557,2015-07-12,2015-07-17,Segunda Classe,RL-19615,Rob Lucas,Consumidor,United States,Chicago,Illinois,60610,Central,FUR-CH-10004477,Móveis,Chairs,"Global Push Button Manager's Chair, Indigo",383.607,9,0.3,-5.4801,5,-1.4285714285714286,2015-07
4545,CA-2015-126557,2015-07-12,2015-07-17,Segunda Classe,RL-19615,Rob Lucas,Consumidor,United States,Chicago,Illinois,60610,Central,TEC-PH-10003505,Tecnologia,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,5,11.250000000000002,2015-07
4546,CA-2015-126557,2015-07-12,2015-07-17,Segunda Classe,RL-19615,Rob Lucas,Consumidor,United States,Chicago,Illinois,60610,Central,TEC-PH-10000526,Tecnologia,Phones,Vtech CS6719,537.544,7,0.2,53.7544,5,10.0,2015-07
4547,CA-2015-126557,2015-07-12,2015-07-17,Segunda Classe,RL-19615,Rob Lucas,Consumidor,United States,Chicago,Illinois,60610,Central,OFF-BI-10003314,Materiais de Escritório,Binders,Tuff Stuff Recycled Round Ring Binders,1.928,2,0.8,-2.9884,5,-155.0,2015-07
4548,CA-2015-126557,2015-07-12,2015-07-17,Segunda Classe,RL-19615,Rob Lucas,Consumidor,United States,Chicago,Illinois,60610,Central,OFF-AR-10003190,Materiais de Escritório,Art,Newell 32,6.912,3,0.2,0.6912,5,10.0,2015-07
4549,CA-2015-126557,2015-07-12,2015-07-17,Segunda Classe,RL-19615,Rob Lucas,Consumidor,United States,Chicago,Illinois,60610,Central,FUR-FU-10001861,Móveis,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76,1,0.6,-2.134,5,-27.499999999999996,2015-07
4550,CA-2015-126557,2015-07-12,2015-07-17,Segunda Classe,RL-19615,Rob Lucas,Consumidor,United States,Chicago,Illinois,60610,Central,TEC-PH-10003963,Tecnologia,Phones,GE 2-Jack Phone Line Splitter,659.168,4,0.2,49.4376,5,7.500000000000001,2015-07
4551,US-2017-107636,2017-04-30,2017-05-02,Primeira Classe,NM-18520,Neoma Murray,Consumidor,United States,Manchester,Connecticut,6040,Leste,OFF-LA-10003388,Materiais de Escritório,Labels,Avery 5,5.76,2,0.0,2.8224,2,49.00000000000001,2017-04
4552,US-2014-165862,2014-07-13,2014-07-17,Classe Padrão,GK-14620,Grace Kelly,Corporativo,United States,Los Angeles,California,90049,Oeste,FUR-TA-10002855,Móveis,Tables,Bevis Round Conference Table Top & Single Column Base,351.216,3,0.2,4.3902,4,1.25,2014-07
4553,US-2014-106334,2014-12-27,2015-01-02,Classe Padrão,JF-15490,Jeremy Farry,Consumidor,United States,San Francisco,California,94122,Oeste,FUR-CH-10004886,Móveis,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,6,10.0,2014-12
4554,US-2014-106334,2014-12-27,2015-01-02,Classe Padrão,JF-15490,Jeremy Farry,Consumidor,United States,San Francisco,California,94122,Oeste,OFF-PA-10003657,Materiais de Escritório,Paper,Xerox 1927,12.84,3,0.0,5.778,6,44.99999999999999,2014-12
4555,CA-2016-101448,2016-02-27,2016-03-01,Segunda Classe,EB-13930,Eric Barreto,Consumidor,United States,La Crosse,Wisconsin,54601,Central,OFF-BI-10004738,Materiais de Escritório,Binders,Flexible Leather- Look Classic Collection Ring Binder,56.82,3,0.0,28.41,3,50.0,2016-02
4556,CA-2015-130218,2015-03-23,2015-03-26,Primeira Classe,SG-20470,Sheri Gordon,Consumidor,United States,Florence,South Carolina,29501,Sul,OFF-FA-10003112,Materiais de Escritório,Fasteners,Staples,31.56,4,0.0,14.202,3,45.0,2015-03
4557,CA-2015-130218,2015-03-23,2015-03-26,Primeira Classe,SG-20470,Sheri Gordon,Consumidor,United States,Florence,South Carolina,29501,Sul,OFF-ST-10002486,Materiais de Escritório,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0.0,0.5584,3,2.0,2015-03
4558,US-2017-117331,2017-10-21,2017-10-28,Classe Padrão,ND-18370,Natalie DeCherney,Consumidor,United States,Glendale,Arizona,85301,Oeste,OFF-BI-10003984,Materiais de Escritório,Binders,Lock-Up Easel 'Spel-Binder',8.559,1,0.7,-6.5619,7,-76.66666666666667,2017-10
4559,CA-2014-127383,2014-12-31,2015-01-05,Classe Padrão,CM-11815,Candace McMahon,Corporativo,United States,El Paso,Texas,79907,Central,OFF-EN-10004773,Materiais de Escritório,Envelopes,Staple envelope,49.568,2,0.2,17.9684,5,36.25,2014-12
4560,CA-2014-110219,2014-05-05,2014-05-08,Primeira Classe,EB-13870,Emily Burns,Consumidor,United States,San Antonio,Texas,78207,Central,FUR-CH-10001146,Móveis,Chairs,"Global Value Mid-Back Manager's Chair, Gray",127.869,3,0.3,-9.1335,3,-7.142857142857142,2014-05
4561,CA-2015-118871,2015-12-04,2015-12-09,Segunda Classe,HM-14860,Harry Marie,Corporativo,United States,Los Angeles,California,90049,Oeste,OFF-EN-10003296,Materiais de Escritório,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0.0,122.148,5,45.0,2015-12
4562,CA-2015-118871,2015-12-04,2015-12-09,Segunda Classe,HM-14860,Harry Marie,Corporativo,United States,Los Angeles,California,90049,Oeste,TEC-PH-10000193,Tecnologia,Phones,Jensen SMPS-640 - speaker phone,110.352,3,0.2,8.2764,5,7.5,2015-12
4563,CA-2015-118871,2015-12-04,2015-12-09,Segunda Classe,HM-14860,Harry Marie,Corporativo,United States,Los Angeles,California,90049,Oeste,FUR-FU-10002111,Móveis,Furnishings,"Master Caster Door Stop, Large Brown",36.4,5,0.0,13.832,5,38.00000000000001,2015-12
4564,CA-2017-129490,2017-09-26,2017-09-30,Classe Padrão,SJ-20125,Sanjit Jacobs,Home Office,United States,Miramar,Florida,33023,Sul,FUR-CH-10003298,Móveis,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",419.136,4,0.2,-57.6312,4,-13.749999999999998,2017-09
4565,CA-2014-101175,2014-12-09,2014-12-14,Classe Padrão,DM-12955,Dario Medina,Corporativo,United States,Mesa,Arizona,85204,Oeste,OFF-ST-10004950,Materiais de Escritório,Storage,Acco Perma 3000 Stacking Storage Drawers,100.704,6,0.2,-1.2588,5,-1.25,2014-12
4566,US-2017-149510,2017-12-03,2017-12-10,Classe Padrão,MC-17575,Matt Collins,Consumidor,United States,Fayetteville,North Carolina,28314,Sul,OFF-AP-10002350,Materiais de Escritório,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3,0.2,4.5216,7,10.0,2017-12
4567,US-2017-149510,2017-12-03,2017-12-10,Classe Padrão,MC-17575,Matt Collins,Consumidor,United States,Fayetteville,North Carolina,28314,Sul,OFF-BI-10004233,Materiais de Escritório,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",28.782,6,0.7,-21.1068,7,-73.33333333333333,2017-12
4568,US-2017-149510,2017-12-03,2017-12-10,Classe Padrão,MC-17575,Matt Collins,Consumidor,United States,Fayetteville,North Carolina,28314,Sul,OFF-PA-10001892,Materiais de Escritório,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",24.448,4,0.2,8.8624,7,36.24999999999999,2017-12
4569,CA-2015-111990,2015-11-08,2015-11-13,Classe Padrão,DB-13660,Duane Benoit,Consumidor,United States,Houston,Texas,77095,Central,OFF-BI-10003291,Materiais de Escritório,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,10.476,6,0.8,-17.2854,5,-164.99999999999997,2015-11
4570,CA-2014-169460,2014-04-19,2014-04-21,Segunda Classe,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,95123,Oeste,FUR-FU-10004017,Móveis,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0.0,26.649,2,35.0,2014-04
4571,US-2015-152128,2015-05-25,2015-05-27,Segunda Classe,NM-18445,Nathan Mautz,Home Office,United States,Wichita,Kansas,67212,Central,OFF-AR-10002445,Materiais de Escritório,Art,SANFORD Major Accent Highlighters,21.24,3,0.0,8.0712,2,38.0,2015-05
4572,US-2015-152128,2015-05-25,2015-05-27,Segunda Classe,NM-18445,Nathan Mautz,Home Office,United States,Wichita,Kansas,67212,Central,OFF-BI-10001718,Materiais de Escritório,Binders,GBC DocuBind P50 Personal Binding Machine,127.96,2,0.0,60.1412,2,47.0,2015-05
4573,CA-2017-126662,2017-07-17,2017-07-21,Classe Padrão,AB-10255,Alejandro Ballentine,Home Office,United States,Los Angeles,California,90036,Oeste,TEC-CO-10004202,Tecnologia,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,0.2,89.997,4,18.75,2017-07
4574,CA-2016-139395,2016-12-12,2016-12-18,Classe Padrão,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10002103,Tecnologia,Phones,Jabra SPEAK 410,657.93,7,0.0,184.2204,6,28.000000000000004,2016-12
4575,CA-2016-139395,2016-12-12,2016-12-18,Classe Padrão,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,FUR-FU-10003724,Móveis,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,4,0.0,8.7048,6,26.000000000000007,2016-12
4576,CA-2016-139395,2016-12-12,2016-12-18,Classe Padrão,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,OFF-AR-10003732,Materiais de Escritório,Art,Newell 333,13.9,5,0.0,3.614,6,26.0,2016-12
4577,CA-2016-139395,2016-12-12,2016-12-18,Classe Padrão,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10000885,Materiais de Escritório,Storage,Fellowes Desktop Hanging File Manager,26.86,2,0.0,6.715,6,25.0,2016-12
